time,decodedframes,lossframe,losspacket
1705712481392800,44,25,4
1705711486604600,45,25,4
1705710479328000,45,26,4
1705709489003900,45,25,4
1705708478743300,43,26,5
1705707476849200,45,25,5
1705706505697000,45,25,4
1705705487041100,46,25,4
1705704479807500,45,25,4
1705703478722800,44,27,11
1705702477445000,44,25,3
1705701489049500,44,26,5
1705700475862400,45,25,4
1705699474884900,45,25,5
1705698479038800,45,25,4
1705697476935000,45,25,5
1705696480579100,45,25,4
1705695481543600,45,25,5
1705694480560500,44,25,5
1705693475356000,46,25,4
1705692475929800,44,25,5
1705691481229800,45,25,5
1705690482948700,45,24,5
1705689475492800,46,27,5
1705688476761200,44,25,6
1705687490238900,45,26,6
1705686475296500,45,25,3
1705685476344300,45,25,5
1705684479661900,45,25,5
1705683479339800,39,29,13
1705682481680300,45,25,11
1705681477588800,45,25,7
1705680477431000,45,26,9
1705679476036000,44,24,8
1705678480946800,43,27,9
1705677486828800,45,25,10
1705676476842800,46,24,9
1705675479069700,44,27,7
1705674477840500,44,25,7
1705673484257500,45,26,7
1705672477017100,45,25,6
1705671478870900,45,25,6
1705670485594200,43,25,7
1705669473498900,45,25,8
1705668476815800,45,25,7
1705667476091000,45,25,6
1705666481667700,45,25,7
1705665478068300,44,25,6
1705664474588700,45,25,7
1705663483533400,45,25,8
1705662480896700,45,26,8
1705661473397100,46,25,11
1705660476961600,44,25,9
1705659486299400,45,26,9
1705658475919900,43,25,8
1705657477490500,46,24,6
1705656480413600,45,27,8
1705655480004800,45,25,10
1705654477799600,45,25,7
1705653476068600,44,25,6
1705652483481000,46,25,7
1705651474808300,43,25,5
1705650478295300,46,27,5
1705649473924300,45,27,8
1705648480160600,44,25,7
1705647481449100,46,25,9
1705646472545700,45,26,8
1705645476269200,46,26,10
1705644478568000,43,25,8
1705643474888100,45,25,10
1705642474883500,45,26,7
1705641476619300,45,24,8
1705640476597000,44,27,7
1705639499189500,46,25,8
1705638486782300,45,25,6
1705637480804000,45,25,7
1705636478022100,45,25,7
1705635485071700,44,26,4
1705634477963600,45,23,9
1705633483760800,39,33,13
1705632478567400,45,25,10
1705631484683600,46,25,8
1705630476492600,43,25,5
1705629474390400,45,25,1
1705628478596900,45,26,2
1705627480758800,45,25,2
1705626485753300,45,26,3
1705625487174000,45,23,3
1705624476559200,45,28,4
1705623472709700,45,25,4
1705622477411900,44,25,3
1705621476325400,46,25,5
1705620475976500,44,25,4
1705619483645800,45,25,4
1705618473425900,45,24,5
1705617482318200,46,27,5
1705616472982600,44,26,3
1705615477501100,44,24,3
1705614475910700,45,27,3
1705613475023800,44,25,3
1705612480272300,46,25,2
1705611473488200,45,25,3
1705610476834300,45,25,4
1705609478708700,45,25,4
1705608485422300,45,25,5
1705607473764200,44,25,5
1705606478869700,45,25,4
1705605476581700,45,25,4
1705604474954900,47,25,4
1705603484160200,43,26,3
1705602479843500,45,25,5
1705601479542700,44,25,3
1705600481839700,45,26,3
1705599479853100,45,27,12
1705598475486800,45,24,4
1705597477471500,45,27,3
1705596480733300,45,25,4
1705595474415200,44,28,5
1705594486374800,45,25,2
1705593474179600,44,26,4
1705592476376900,44,25,3
1705591481555700,45,25,3
1705590482922500,46,25,2
1705589479546300,46,25,2
1705588478957800,44,24,2
1705587489332200,44,27,3
1705586474936700,44,26,4
1705585487423400,45,25,5
1705584482171900,45,25,4
1705583476315100,45,25,7
1705582477609100,46,26,3
1705581484782400,43,25,1
1705580483148600,46,25,3
1705579479581700,44,25,3
1705578483025300,46,25,4
1705577480866200,44,26,4
1705576476315600,45,25,2
1705575475789700,45,25,4
1705574476577300,45,25,3
1705573475443900,45,25,3
1705572479540200,45,27,3
1705571484254700,45,25,4
1705570481629300,41,29,9
1705569480686600,45,25,3
1705568478470300,46,24,4
1705567473401900,43,27,4
1705566490552100,46,26,3
1705565482493500,43,26,4
1705564479163700,45,27,4
1705563478954400,45,26,3
1705562481362000,46,25,4
1705561474817400,44,25,4
1705560479050300,45,25,6
1705559486028600,46,26,5
1705558477434500,44,25,3
1705557486990200,44,27,4
1705556475524500,45,27,4
1705555496995900,45,25,3
1705554479627000,45,25,4
1705553474803100,47,25,2
1705552477593800,43,25,3
1705551477038500,44,26,5
1705550482489700,44,25,4
1705549487705100,45,25,4
1705548476639800,46,25,2
1705547472620900,44,25,6
1705546477118700,46,25,6
1705545474037100,45,25,6
1705544477769000,45,25,1
1705543478480600,44,25,4
1705542479162900,45,25,5
1705541474478500,45,26,3
1705540483776400,45,25,3
1705539483761600,45,25,4
1705538474713600,45,25,5
1705537477738300,45,26,3
1705536481048100,45,25,3
1705535477158300,45,26,1
1705534484494100,44,27,2
1705533473453000,42,25,2
1705532485200600,43,29,9
1705531478432100,45,25,5
1705530477846900,45,25,3
1705529474133200,44,25,3
1705528477339500,46,26,2
1705527479844900,44,24,3
1705526473307400,45,27,6
1705525476460400,45,25,3
1705524485133100,46,25,4
1705523479707100,44,24,3
1705522475071500,45,27,3
1705521476387300,43,27,8
1705520476972100,45,25,3
1705519474479300,48,25,4
1705518478797600,43,24,4
1705517497068900,40,26,5
1705516474781800,44,26,3
1705515479128000,44,25,4
1705514474124500,44,25,3
1705513482107600,45,25,3
1705512476840800,45,24,2
1705511474191800,45,28,3
1705510476230700,45,25,4
1705509474283500,45,25,4
1705508473761700,45,25,3
1705507474525700,45,26,4
1705506475882600,43,24,5
1705505480499300,46,27,5
1705504473487800,45,25,5
1705503480545800,45,26,6
1705502478013000,44,25,4
1705501473761900,46,25,5
1705500474303300,43,26,4
1705499480612600,45,25,2
1705498478338500,45,25,2
1705497480136900,44,25,2
1705496478975100,39,29,13
1705495486080000,46,25,7
1705494478832000,45,25,6
1705493483768100,45,25,8
1705492473610600,44,25,8
1705491483564400,45,26,5
1705490475756900,46,25,7
1705489475129600,45,25,6
1705488477779500,44,25,4
1705487479317600,45,25,5
1705486474293100,45,25,5
1705485477521300,44,25,1
1705484481611700,46,25,4
1705483480238800,45,25,7
1705482480157900,45,25,4
1705481476867600,45,25,3
1705480486838500,45,25,3
1705479473347800,45,25,3
1705478478029200,44,26,4
1705477478807600,45,25,3
1705476481438200,45,25,3
1705475483221600,45,24,5
1705474489533100,46,27,4
1705473473358800,44,25,4
1705472483315100,45,25,5
1705471476662000,41,28,9
1705470479255800,45,25,10
1705469480254500,45,25,7
1705468478490800,45,25,8
1705467477673000,45,24,6
1705466480801500,45,27,8
1705465479243500,48,25,8
1705464481775200,41,25,8
1705463484769600,45,25,8
1705462478311000,46,25,9
1705461478564600,44,25,8
1705460482072900,46,25,7
1705459486280100,45,23,8
1705458476726200,45,28,8
1705457475661600,44,25,8
1705456477063100,45,25,9
1705455478650600,45,25,9
1705454481106200,45,25,9
1705453473784100,45,25,9
1705452481602200,45,25,9
1705451479300500,45,27,7
1705450481997600,46,26,7
1705449473311000,44,25,8
1705448475449100,45,25,8
1705447477614000,43,25,11
1705446480627600,44,25,15
1705445485939700,45,24,9
1705444483570800,46,27,7
1705443476593100,43,25,8
1705442491280900,45,26,8
1705441477068400,44,25,7
1705440485661800,46,25,7
1705439475306300,45,25,7
1705438476803400,45,25,8
1705437476162500,45,25,8
1705436475871700,45,25,7
1705435473061400,45,25,7
1705434474529300,44,25,7
1705433495579100,45,27,13
1705432480910600,45,25,9
1705431487439700,45,26,8
1705430474060800,46,25,8
1705429475291000,44,25,11
1705428482724400,45,26,8
1705427483133100,45,25,8
1705426479242200,45,25,9
1705425482961700,46,25,10
1705424479047300,41,25,8
1705423472808600,45,26,8
1705422481580700,40,28,11
1705421477005100,45,26,10
1705420477680400,43,26,6
1705419481622900,46,25,6
1705418483254800,45,25,7
1705417486287900,43,25,7
1705416484358900,45,25,8
1705415476516600,46,25,8
1705414475207400,44,25,5
1705413482200800,44,26,6
1705412474538500,45,25,1
1705411474047200,45,25,2
1705410481222800,45,25,3
1705409474611300,42,24,4
1705408473388700,45,27,3
1705407474493900,45,25,2
1705406478338200,44,25,3
1705405474741200,42,25,4
1705404474932300,44,25,3
1705403478444100,45,25,3
1705402484079900,45,25,3
1705401482096700,45,25,2
1705400481128300,46,25,4
1705399478668800,44,25,4
1705398480742500,45,25,4
1705397489214400,46,26,5
1705396473698400,44,25,5
1705395485687900,45,25,5
1705394474909600,45,26,5
1705393479659000,45,23,2
1705392487705300,45,26,2
1705391482556200,44,27,2
1705390480045900,44,25,4
1705389485416500,46,25,3
1705388475519900,43,25,3
1705387483943200,45,27,13
1705386481992200,44,25,5
1705385481848700,44,26,7
1705384479633100,45,25,6
1705383474557600,41,27,11
1705382474747400,44,27,9
1705381475177900,45,25,8
1705380482289900,45,25,7
1705379483749700,45,25,4
1705378480412600,44,25,4
1705377485903300,45,23,1
1705376483731200,45,28,2
1705375475473800,45,25,2
1705374473593900,46,25,3
1705373474943000,44,25,3
1705372481858600,45,26,7
1705371482715000,43,27,6
1705370478757100,44,25,3
1705369473142600,45,25,4
1705368484014100,44,27,4
1705367479558800,45,26,4
1705366477940800,45,25,5
1705365477219000,45,26,3
1705364491496900,44,27,3
1705363476017900,46,26,5
1705362487914400,40,25,9
1705361475108800,46,25,4
1705360475583600,44,25,4
1705359477302800,45,25,3
1705358478675200,45,25,3
1705357478611100,46,25,4
1705356476218300,43,26,4
1705355475318100,47,25,7
1705354473440100,40,26,7
1705353479805500,45,25,3
1705352482562600,45,25,5
1705351478122200,45,25,5
1705350476418600,45,25,4
1705349475309500,45,25,3
1705348473864900,45,25,3
1705347475397900,42,25,4
1705346488116100,44,25,4
1705345480734300,44,25,13
1705344480578600,46,25,3
1705343491070700,45,26,3
1705342476065600,45,25,4
1705341474750300,43,25,4
1705340474737100,46,25,4
1705339479415600,45,25,3
1705338480473800,45,25,4
1705337475172000,45,26,5
1705336473719800,45,23,5
1705335475205700,45,27,5
1705334473269400,44,26,5
1705333480660000,45,25,4
1705332472190900,45,26,7
1705331475258600,43,24,1
1705330552948100,43,30,14
1705329484969900,45,25,4
1705328474872500,45,25,3
1705327481000500,44,26,3
1705326476738000,45,25,3
1705325480698000,45,25,4
1705324477973200,45,25,3
1705323479064600,44,25,2
1705322484672300,45,25,3
1705321484875700,46,25,3
1705320478390500,44,25,2
1705319478093200,45,25,3
1705318484084900,46,23,3
1705317479848900,44,28,4
1705316480664000,45,23,4
1705315481257700,45,28,4
1705314473340700,45,25,3
1705313475386700,43,25,6
1705312508137900,42,25,9
1705311482666800,45,25,3
1705310473096900,45,25,4
1705309475889600,43,25,4
1705308501901100,47,24,4
1705307480924800,46,27,6
1705306474922700,44,26,3
1705305485765600,45,25,5
1705304475103400,41,25,4
1705303473676100,43,26,4
1705302479270000,46,25,3
1705301473880800,45,26,4
1705300478819200,44,25,4
1705299477184400,45,25,3
1705298482796700,44,26,4
1705297493539000,45,25,5
1705296480095000,45,26,5
1705295481192300,43,25,4
1705294477703800,42,25,4
1705293479513000,44,25,5
1705292475243800,40,24,4
1705291483342400,42,28,7
1705290479385800,38,25,6
1705289475692600,44,28,5
1705288478203800,38,25,4
1705287483980200,38,26,7
1705286490210000,45,25,4
1705285473969300,46,25,6
1705284476223900,44,25,4
1705283485712600,45,23,3
1705282483904100,45,25,4
1705281475173800,45,27,3
1705280476475700,45,25,5
1705279478544800,45,26,3
1705278474406600,45,25,4
1705277478278000,45,26,6
1705276475859500,43,26,4
1705275489236900,47,25,1
1705274473594400,31,28,7
1705273508043400,25,32,11
1705272538141700,15,30,19
1705271539016700,35,31,15
1705270511558600,35,28,7
1705269487024100,39,25,7
1705268488543200,46,25,8
1705267476401500,44,25,8
1705266474929200,47,25,7
1705265473126300,43,26,6
1705264478818600,43,25,6
1705263513861600,47,24,10
1705262487315900,41,25,9
1705261491737900,38,26,9
1705260481305900,37,26,8
1705259505455200,43,26,9
1705258487842500,44,26,6
1705257474612500,45,23,5
1705256477038300,46,28,10
1705255476093100,42,25,8
1705254481622200,44,25,7
1705253473363900,45,26,9
1705252473539600,42,23,8
1705251475598400,45,28,7
1705250475398900,45,24,8
1705249480014500,43,27,8
1705248484122000,35,25,8
1705247523223900,45,25,6
1705246473014200,45,26,6
1705245481489100,39,33,19
1705244611107200,41,26,7
1705243475375300,39,25,8
1705242478620400,29,25,9
1705241559759100,32,25,12
1705240498588500,24,23,8
1705239682132200,42,28,9
1705238478918900,42,24,8
1705237539129300,47,25,7
1705236478120500,45,27,8
1705235477057700,43,25,9
1705234479774600,44,25,8
1705233481752900,41,24,10
1705232483920600,43,26,8
1705231486586800,45,26,9
1705230474301200,47,25,8
1705229479607400,36,25,9
1705228488683500,33,28,9
1705227512988900,44,26,11
1705226459748800,41,26,9
1705225499233800,44,25,6
1705224483895700,43,27,9
1705223486616600,35,26,7
1705222464281100,38,25,6
1705221458086400,41,27,8
1705220461933900,41,23,9
1705219474100300,37,29,6
1705218472068700,30,26,10
1705217464588800,29,25,11
1705216469852900,41,25,10
1705215476303400,46,26,10
1705214428652300,43,25,8
1705213428669900,45,25,8
1705212429339200,43,27,10
1705211429726200,46,25,9
1705210431764000,44,25,6
1705209429719200,45,25,8
1705208432122000,44,28,8
1705207437857700,45,25,7
1705206432326600,45,25,7
1705205425928400,45,25,8
1705204431887900,45,25,9
1705203432073600,44,25,8
1705202430847600,46,26,8
1705201433699400,45,25,5
1705200435619500,45,26,8
1705199430168800,45,25,8
1705198439673300,43,26,9
1705197426210100,44,25,9
1705196430290800,44,25,6
1705195431885400,45,25,8
1705194431766800,46,25,8
1705193409953500,44,26,7
1705192425772200,46,25,7
1705191413931800,45,26,8
1705190415854900,44,26,8
1705189420016200,45,25,9
1705188419760400,46,25,10
1705187413603500,45,26,9
1705186413936400,44,25,9
1705185416922300,45,25,8
1705184422357900,46,25,9
1705183412619500,43,26,8
1705182421036600,45,25,7
1705181415942200,45,25,7
1705180420547900,45,25,7
1705179427245800,43,25,8
1705178449556500,46,25,8
1705177411535800,46,25,9
1705176412081600,43,27,8
1705175412314600,46,25,9
1705174414771500,44,25,8
1705173412700400,46,26,9
1705172405596200,45,25,8
1705171401831900,45,26,7
1705170400099700,46,24,8
1705169396968300,43,27,9
1705168398575500,41,25,9
1705167404893100,44,25,7
1705166399033100,45,23,8
1705165402677000,45,28,8
1705164394848700,44,25,7
1705163397438100,46,25,9
1705162399539600,44,25,11
1705161403342500,45,26,9
1705160395331600,44,25,8
1705159406706000,45,25,8
1705158397321100,46,26,9
1705157402319300,45,25,8
1705156405989200,45,25,9
1705155395362800,45,27,11
1705154401838200,43,26,9
1705153405210100,45,26,10
1705152406909200,46,25,9
1705151399756600,45,25,8
1705150397990800,44,25,8
1705149400529100,47,25,8
1705148399618800,43,27,10
1705147409688500,43,26,8
1705146406255100,45,25,9
1705145391291300,45,25,10
1705144389934900,46,27,8
1705143401439300,44,25,8
1705142380562900,44,26,10
1705141395726500,46,25,10
1705140382247300,44,26,8
1705139379021800,46,24,8
1705138384945200,41,27,8
1705137425689100,47,25,7
1705136384480800,44,26,6
1705135380316400,41,25,10
1705134424068000,37,24,10
1705133389476300,40,27,10
1705132396929800,43,25,9
1705131440526400,44,26,8
1705130383231500,44,25,7
1705129385308500,47,25,1
1705128381582600,38,25,4
1705127382416000,40,28,3
1705126386089700,36,25,3
1705125387316200,45,26,4
1705124393463500,43,25,4
1705123382867800,46,26,4
1705122386987800,45,25,4
1705121380175000,45,25,4
1705120379510400,44,25,5
1705119384066500,46,26,4
1705118388756200,44,25,2
1705117383829000,46,26,4
1705116380840600,45,25,5
1705115385773400,41,25,4
1705114380937000,45,26,6
1705113383486200,44,24,4
1705112384306500,46,27,5
1705111373482100,44,26,3
1705110376722000,47,25,5
1705109370608200,46,25,3
1705108365921500,42,25,6
1705107366574700,46,25,4
1705106368550300,44,24,4
1705105371534800,45,25,5
1705104368125200,45,27,5
1705103363718300,45,25,4
1705102367232700,45,25,3
1705101369261800,45,25,3
1705100367888200,45,25,4
1705099368362100,44,25,3
1705098368287300,45,25,5
1705097374210800,45,25,6
1705096373109800,45,25,6
1705095377643900,45,26,4
1705094369474600,45,25,5
1705093363836400,45,25,4
1705092370323300,45,25,5
1705091365541800,45,25,5
1705090368008300,45,26,4
1705089363489100,44,25,4
1705088374757400,43,27,13
1705087367692800,45,26,6
1705086370276300,45,25,6
1705085364712800,45,25,5
1705084364233700,45,24,5
1705083365157600,44,27,1
1705082367530800,44,26,2
1705081371422500,45,25,1
1705080373676300,46,25,1
1705079368561600,44,25,1
1705078366814000,44,25,1
1705077366557900,44,26,1
1705076373801000,34,30,8
1705075365674500,46,26,4
1705074353154000,43,24,4
1705073355404200,47,27,4
1705072348780200,43,25,3
1705071349591300,45,26,4
1705070349189200,45,25,4
1705069355216200,46,25,9
1705068348161300,42,26,6
1705067358210400,46,25,3
1705066352408300,45,25,4
1705065350008900,47,25,5
1705064355364600,43,25,4
1705063356466400,45,25,6
1705062351986300,45,25,5
1705061350100500,45,23,4
1705060351853500,43,28,5
1705059347140000,45,23,5
1705058351878700,45,28,5
1705057350314700,44,25,4
1705056354317400,45,25,4
1705055347527000,45,26,4
1705054373164700,46,25,4
1705053353592500,41,25,3
1705052353726800,45,25,4
1705051352928600,45,24,4
1705050362374500,43,25,1
1705049351908200,40,30,11
1705048355587200,46,25,5
1705047357577100,41,25,3
1705046348043400,43,25,3
1705045357413200,46,27,3
1705044357580200,42,25,3
1705043448770800,46,25,3
1705042350607200,45,26,3
1705041350943100,44,25,4
1705040358203700,47,25,4
1705039348774100,42,26,3
1705038358281300,46,25,4
1705037354716800,45,25,5
1705036349076200,45,25,4
1705035349383900,45,25,4
1705034357066700,44,25,4
1705033348053100,46,25,6
1705032355496000,44,23,4
1705031355497100,44,25,3
1705030402447700,42,28,2
1705029353311800,41,29,12
1705028348283100,45,25,4
1705027349404800,45,26,1
1705026350007500,42,27,7
1705025357286800,45,25,3
1705024348531200,44,25,3
1705023348770100,45,25,4
1705022351774000,45,26,4
1705021356140300,45,25,4
1705020351487800,46,25,3
1705019336165600,45,25,4
1705018340656000,45,26,5
1705017346548400,45,25,5
1705016334714000,44,25,2
1705015335568100,46,25,3
1705014341801000,45,25,4
1705013333476800,44,26,5
1705012341390700,46,26,4
1705011324871000,45,25,4
1705010320235400,44,25,3
1705009321381700,43,26,9
1705008327303200,44,26,4
1705007323101600,45,26,4
1705006321695100,43,25,4
1705005324842400,46,25,4
1705004318298000,45,25,4
1705003318842700,45,26,6
1705002320632200,44,25,5
1705001321331800,45,26,4
1705000321997900,46,25,3
1704999317062900,44,26,3
1704998318048000,46,25,3
1704997323888900,44,25,3
1704996318954600,44,26,3
1704995335441600,45,25,4
1704994325769900,45,25,4
1704993320287900,46,25,3
1704992317637500,44,25,3
1704991319142200,46,25,1
1704990322672800,41,29,10
1704989323971900,45,23,6
1704988316897200,44,27,4
1704987329898100,45,25,4
1704986325248400,45,25,5
1704985317062300,46,25,5
1704984318646000,45,25,4
1704983321886800,44,25,5
1704982322663700,45,25,4
1704981317956100,45,26,4
1704980321832300,45,23,5
1704979323903300,45,28,4
1704978319004200,44,25,4
1704977316972500,46,25,5
1704976320230700,41,28,6
1704975317517500,46,25,2
1704974321641900,43,25,2
1704973321255300,45,26,5
1704972316785600,45,25,4
1704971318340600,45,25,1
1704970321433400,41,30,11
1704969329106700,45,25,4
1704968317664700,45,26,6
1704967318582400,45,25,4
1704966305062000,46,25,3
1704965307266500,45,25,4
1704964302985400,44,26,4
1704963305647300,46,25,4
1704962302164800,44,25,5
1704961305681900,45,25,4
1704960312994300,45,25,4
1704959301646600,44,25,4
1704958303162800,45,25,4
1704957307465900,45,25,3
1704956309800500,46,25,3
1704955315135300,44,25,3
1704954301697000,45,25,4
1704953305955900,45,25,4
1704952306277600,44,25,4
1704951314006300,46,26,3
1704950303912000,45,25,6
1704949305623600,45,25,6
1704948305421000,45,25,2
1704947309027700,44,25,2
1704946315661800,45,25,4
1704945305121700,45,26,3
1704944304555500,45,25,4
1704943303099700,44,25,4
1704942316593500,46,25,4
1704941304854100,45,25,5
1704940308052800,45,26,4
1704939303918900,46,25,3
1704938310595900,43,24,4
1704937310323500,47,27,6
1704936306882300,39,25,3
1704935295288300,46,26,3
1704934304666700,46,25,4
1704933293328900,45,27,3
1704932289653800,44,26,3
1704931297724500,44,25,4
1704930288659600,45,24,4
1704929286297600,45,27,3
1704928299612300,46,26,2
1704927288709900,44,25,2
1704926287938400,42,25,8
1704925328061300,44,27,2
1704924292535300,44,25,3
1704923289737900,45,25,4
1704922291279800,45,25,3
1704921285054300,44,27,10
1704920288332600,46,25,4
1704919292083300,44,25,4
1704918296047700,46,25,2
1704917287322000,44,25,4
1704916300615700,45,25,5
1704915292114400,45,25,5
1704914289148400,47,26,6
1704913300849000,43,25,4
1704912286413200,45,25,3
1704911290267200,45,26,4
1704910286847400,45,25,4
1704909297116900,44,26,3
1704908297559400,44,27,5
1704907293716200,46,25,3
1704906290640200,44,26,4
1704905287597100,46,25,4
1704904293945400,44,24,4
1704903297118900,45,27,5
1704902288535300,44,26,5
1704901291654600,45,25,3
1704900293234300,45,26,3
1704899303757600,45,25,4
1704898290172500,40,25,3
1704897289381400,43,25,4
1704896278050300,43,25,3
1704895274966400,43,26,5
1704894270678900,46,25,4
1704893271648500,44,27,4
1704892274510400,42,29,8
1704891346644600,45,27,14
1704890226101900,45,25,5
1704889226678700,44,25,4
1704888225660100,44,25,4
1704887224326700,46,25,4
1704886235713000,42,26,4
1704885233108100,45,25,3
1704884255584700,43,25,3
1704883236056100,45,26,3
1704882232425000,46,25,4
1704881226151300,44,25,3
1704880229276600,44,27,5
1704879227699600,45,25,4
1704878227053000,46,26,5
1704877208746200,45,25,4
1704876207967200,45,25,11
1704875211728300,45,25,3
1704874210657200,44,29,4
1704873209510000,46,24,4
1704872207771000,44,28,3
1704871215091600,45,25,3
1704870211731000,42,25,5
1704869260685300,33,25,4
1704868211586400,32,25,5
1704867211742900,38,25,6
1704866231150900,39,26,10
1704865211916000,45,27,4
1704864209612000,46,25,5
1704863211450900,43,26,3
1704862219271400,46,24,3
1704861209037200,45,27,3
1704860217771600,45,25,4
1704859214140300,44,25,3
1704858222923800,46,26,2
1704857214234200,44,25,3
1704856217132500,45,26,3
1704855215448800,46,25,4
1704854210593500,44,27,4
1704853219670300,44,25,4
1704852208772100,45,25,3
1704851210550700,46,25,4
1704850210379600,44,25,4
1704849213959000,45,25,4
1704848226652800,45,24,4
1704847230490200,45,27,3
1704846210599200,45,25,4
1704845211044500,44,26,3
1704844210765300,44,25,3
1704843211529900,46,25,4
1704842214252700,44,27,5
1704841198403700,42,28,8
1704840196041500,45,25,4
1704839206082200,45,25,5
1704838199035600,40,25,5
1704837197779400,44,26,5
1704836205979100,45,26,2
1704835213302400,46,25,4
1704834227933000,43,25,4
1704833196857400,47,25,4
1704832194697800,45,25,2
1704831198501100,45,25,3
1704830199920400,42,26,2
1704829216678400,46,25,3
1704828200252300,47,25,3
1704827185745500,41,25,0
1704826183556800,46,26,10
1704825181985500,37,27,4
1704824222212400,45,25,5
1704823178986700,43,26,3
1704822179338300,45,25,3
1704821186590800,46,25,2
1704820186719300,44,25,3
1704819184292000,45,25,2
1704818178398300,45,24,3
1704817178854200,45,27,3
1704816180080600,45,25,3
1704815164994900,46,24,3
1704814163910300,44,27,2
1704813164135200,45,25,3
1704812166144800,44,25,8
1704811160785600,44,25,8
1704810148401700,45,26,3
1704809149986300,43,25,2
1704808152369000,43,25,3
1704807146674800,47,25,4
1704806135766700,40,25,3
1704805143827900,46,26,4
1704804133404500,44,25,6
1704803134726900,45,27,3
1704802141996200,45,25,2
1704801131000300,45,26,2
1704800143702800,45,25,3
1704799138717000,44,25,2
1704798135285900,45,27,3
1704797137972600,45,25,5
1704796138364800,45,25,2
1704795131142400,46,25,4
1704794117046900,44,25,4
1704793117967400,45,25,3
1704792120958200,44,27,6
1704791119427600,45,24,2
1704790119368000,45,27,5
1704789120363200,46,25,3
1704788114163800,38,26,4
1704787128644700,47,25,4
1704786123984200,41,25,3
1704785117178800,42,25,3
1704784124398200,45,25,5
1704783119556200,42,27,8
1704782131219800,44,23,10
1704781117983300,46,28,6
1704780115208500,44,25,8
1704779118690700,45,25,6
1704778117309300,45,25,7
1704777117080200,45,25,8
1704776116842900,44,27,8
1704775114702300,45,25,8
1704774118602300,44,25,7
1704773124251900,44,26,5
1704772130731700,47,25,5
1704771115094000,44,25,9
1704770118978600,45,25,6
1704769116950900,44,25,7
1704768124686500,47,25,8
1704767116497400,44,25,9
1704766124887700,42,25,6
1704765188228800,44,25,9
1704764207841400,46,26,9
1704763121354400,46,25,6
1704762120481400,44,25,7
1704761122293900,45,25,7
1704760115625200,47,25,6
1704759117272200,43,25,9
1704758117483200,44,25,11
1704757116786500,44,25,13
1704756114431300,45,24,9
1704755118703100,45,27,7
1704754115208500,42,25,7
1704753115702800,46,26,8
1704752115824700,36,25,7
1704751121394700,41,25,7
1704750112263500,44,23,8
1704749099566800,38,28,8
1704748103809600,43,23,7
1704747101679100,43,25,6
1704746101711900,45,25,8
1704745114925100,45,25,9
1704744108451900,45,28,9
1704743106100800,45,25,6
1704742106445200,45,25,8
1704741102939000,45,25,7
1704740109650500,45,26,8
1704739081688800,45,25,8
1704738085650600,39,28,12
1704737083323700,42,27,12
1704736085117800,44,25,8
1704735089954400,45,26,8
1704734094624900,45,25,8
1704733090827800,46,25,8
1704732088267200,44,25,7
1704731085285000,45,26,5
1704730100311500,45,26,7
1704729090910000,45,25,7
1704728083383500,45,25,8
1704727102009700,45,25,9
1704726085125700,41,31,12
1704725094049600,45,25,9
1704724089048100,45,25,9
1704723090975900,44,25,8
1704722086933100,45,26,10
1704721068140200,46,25,11
1704720068627500,45,26,10
1704719071360200,43,27,15
1704718088291000,38,27,16
1704717101595400,46,25,9
1704716075002400,42,25,11
1704715077687600,45,25,10
1704714089368200,46,25,7
1704713080975000,45,25,7
1704712078634600,44,25,9
1704711070270000,45,27,9
1704710070293700,45,25,9
1704709070390700,46,25,10
1704708067680900,43,25,9
1704707076267700,45,25,12
1704706074809800,45,26,8
1704705073044800,43,25,10
1704704080791000,44,25,7
1704703075282300,45,28,5
1704702070913200,45,25,4
1704701074211800,45,25,1
1704700053551900,45,25,3
1704699050659900,38,28,10
1704698069913000,46,26,5
1704697052150200,45,25,5
1704696055052800,45,26,7
1704695053913400,45,25,7
1704694052601000,45,25,7
1704693058403700,40,26,8
1704692037118000,45,25,8
1704691044620400,47,25,10
1704690043454200,33,25,8
1704689048481200,38,24,7
1704688035778200,43,27,8
1704687040566200,45,26,9
1704686037718200,45,25,13
1704685045789600,41,27,17
1704684049592000,46,25,7
1704683041051900,44,25,7
1704682039847100,46,26,7
1704681038212600,45,25,7
1704680041026900,45,25,8
1704679036387400,43,26,9
1704678048438200,41,25,10
1704677047154100,30,25,11
1704676045787400,44,25,15
1704675037656600,36,25,8
1704674043325400,46,25,6
1704673088572400,44,24,6
1704672051362100,44,27,8
1704671044595900,42,25,9
1704670041809800,43,30,16
1704669124630600,45,25,8
1704668020390900,44,24,9
1704667031962100,47,27,11
1704666030641700,41,25,15
1704665026113800,41,26,9
1704664026944300,45,25,6
1704663021963500,46,25,7
1704662021497500,45,25,6
1704661023050900,45,25,6
1704660035731800,40,28,12
1704659090405200,36,26,10
1704658019777000,46,23,8
1704657021976600,45,28,6
1704656022630200,43,25,8
1704655025355200,45,25,12
1704654027065500,44,26,14
1704653029350300,45,25,9
1704652029038300,45,25,8
1704651019608000,45,25,7
1704650025164800,46,25,7
1704649020593800,43,25,9
1704648023119000,45,25,10
1704647027117300,45,26,7
1704646021978900,45,27,8
1704645030030200,44,25,6
1704644050136700,47,25,6
1704643025425600,44,25,8
1704642021163400,44,27,6
1704641031137400,45,26,7
1704640038754500,46,25,8
1704639050057800,35,33,15
1704638083395700,43,25,6
